,,,在我的世界里，它不再是高高在上的主宰，只是一只血量有限、注定会被击败的劣质怪物。,,,,,埋葬它们的时候，我觉得自己身上的体温也在一点点流进土里。,,,,,,,,,,,
,,,而我的家人，我的朋友，我的猫。,,,,,后来，人们在发霉的角落里找到了我。,,,,,,,,,,,
,,,他们在CG的微光中呼吸，在程序的循环里永生。,,,,,他们不会知道我去了哪里，正如他们看不懂桌上那封字迹狂乱的信《失忆梦》。,,,,,,,,,,,
,,,诅咒被降维，而爱，在这个名为《拾遗梦》的文件夹里，获得了无限的升维。,,,,,我没有名字，也没有记忆了。,,,,,,,,,,,
,,,开学的前两周，出院的前一天。,,,,,我只是神明遗落在人间的一把勺子，现在，它吃饱了，我也该折断了。,,,,,,,,,,,
,,,我敲下了这个游戏的最后一行字——“感谢游玩，感谢你们曾爱过我”。,,,,,,,,,,,,,,,,
,end,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,固定节点/随机事件,,,,,,,,,,,,,,,,,,
,,固定节点,,,,,,,,,,,,,,,,,
,,商店,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,失败/end3,太暖和了。,,,,,,,,,,,,,,,,
,,,姥姥端着热汤，爸爸在看报，小舅拨弄着琴弦，妈妈在画设计图。小佳和小咪在院子里追逐。,,,,,,,,,,,,,,,,
,,,他们都在，他们都没有走。,,,,,,,,,,,,,,,,
,,,我知道他们的脸是用后山的黑泥捏的，我知道那汤里翻滚着腐败的枯叶。,,,,,,,,,,,,,,,,
,,,可是，现实真的太冷了啊。,,,,,,,,,,,,,,,,
,,,那只巨大的黑手从虚无中伸出，温柔地抽走了我书包里的磁带、门票和旧钥匙。,,,,,,,,,,,,,,,,
,,,它摸了摸我的头，像在抚摸一只圈养的羔羊。,,,,,,,,,,,,,,,,
,,,“睡吧，”那个重叠着所有人嗓音的低语说，“在梦里，没人会离开你。”,,,,,,,,,,,,,,,,
,,,病房里的心电仪画出了一条平缓的直线。,,,,,,,,,,,,,,,,
,,,我自愿交出了醒来的权利。,,,,,,,,,,,,,,,,
,,,在这场没有终点的家宴里，我微笑着，看着他们的脸慢慢融化，直到我也成为这片黑色沼泽里，一个幸福的倒影。,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,随机事件1,,,,,,,,,,,,,,,,,
